question,options,answer,explanation,topic,difficulty,chapter
"In the context of functions, what does it mean to ""map"" an element?","['To assign a unique numerical value to an element.', 'To assign a unique element in the range to an element in the domain.', 'To order elements according to their magnitude.', 'To graphically represent elements on a coordinate system.']",B,Mapping refers to the assignment of an input (from the domain) to a specific output (from the range) according to the function's rule.,Mapping function,Easy,4.2
Which of the following is NOT a common cache mapping technique?,"['Direct Mapping', 'Associative Mapping', 'Set-Associative Mapping', 'FIFO Mapping']",D,"Direct mapping, associative mapping, and set-associative mapping are all common cache mapping techniques. FIFO (First-In, First-Out) is a replacement algorithm, not a mapping technique.",Replacement algorithm,Easy,4.2
What is the primary purpose of a cache replacement algorithm?,"['To increase cache size.', 'To determine which data to evict from a full cache.', 'To improve the speed of data access to main memory.', 'To optimize cache mapping techniques.']",B,A replacement algorithm is invoked when the cache is full and needs to make space for new data.  It decides which existing data to remove.,Replacement algorithm,Easy,4.2
"In a cache memory system, what happens when a cache miss occurs?","['The requested data is immediately retrieved from the main memory.', 'The cache replacement algorithm is immediately triggered.', 'The requested data is found in the cache.', 'The system automatically increases the cache size.']",A,"A cache miss indicates the requested data is not in the cache. The system retrieves it from main memory. While a replacement algorithm may be needed later if the cache is full, it doesn't immediately trigger on a miss.",Replacement algorithm,Medium,4.2
Which replacement algorithm would be LEAST likely to lead to thrashing in a cache?,"['Random Replacement', 'First-In, First-Out (FIFO)', 'Least Recently Used (LRU)', 'Least Frequently Used (LFU)']",C,"LRU tends to keep frequently accessed data in the cache, reducing the chance of thrashing (repeatedly evicting and reloading the same data). FIFO and Random are more prone to thrashing. LFU is also less effective than LRU against thrashing.",Replacement algorithm,Medium,4.2
A cache replacement algorithm's effectiveness is primarily judged by which metric?,"['Cache size', 'Memory access speed', 'Hit ratio', 'Instruction count']",C,A good replacement algorithm maximizes the hit ratio (the percentage of memory accesses found in the cache). This directly impacts performance.,Replacement algorithm,Easy,4.2
Which cache replacement algorithm removes the least recently accessed data?,"['First-In-First-Out (FIFO)', 'Least Recently Used (LRU)', 'Random Replacement', 'Least Frequently Used (LFU)']",B,LRU specifically targets the least recently used data for removal.,Write policy,Easy,4.2
What is the primary function of a write policy in a cache system?,"['Determining cache size', 'Managing data replacement algorithms', 'Handling data modifications in cache and main memory', 'Predicting future data access patterns']",C,Write policies define how changes made to data in the cache are propagated to main memory.,Write policy,Medium,4.2
A cache replacement algorithm that removes the oldest data is known as:,"['LRU', 'MRU (Most Recently Used)', 'FIFO', 'Random Replacement']",C,"FIFO follows a ""first-in, first-out"" principle, removing the oldest data item.",Write policy,Easy,4.2
How does the choice of cache replacement algorithm impact the system?,"['It only affects memory allocation.', 'It affects cache efficiency and system performance.', 'It only impacts data retrieval speed.', 'It has no significant impact on system performance.']",B,"The algorithm directly impacts how effectively the cache stores and retrieves data, influencing overall system speed and efficiency.",Write policy,Medium,4.2
Which of the following is NOT a common cache replacement algorithm?,"['Least Recently Used (LRU)', 'First-In-First-Out (FIFO)', ' Write-Back', 'Random Replacement']",C,"Write-back is a write policy, not a replacement algorithm.  Replacement algorithms focus on which data to remove when the cache is full.",Write policy,Medium,4.2
What is the primary trade-off involved in determining the optimal size of a cache?,"['Cost versus complexity', 'Speed versus security', 'Capacity versus cost', 'Speed versus capacity']",D) Speed versus capacity,Larger caches offer increased capacity but can lead to slower access times.  The optimal size finds a balance between these two competing factors.,Number of caches,Easy,4.2
"In the context of cache memory, what does the ""mapping function"" determine?","['The speed of data retrieval', 'The amount of data stored', 'How data from main memory is placed in the cache', 'The cost of cache implementation']",C) How data from main memory is placed in the cache,The mapping function dictates the strategy used to locate and store data from main memory within the cache.,Number of caches,Medium,4.2
A larger cache generally results in:,"['Decreased cost and increased speed', 'Increased cost and decreased speed', 'Increased cost and potentially decreased speed', 'Decreased cost and potentially increased speed']",C) Increased cost and potentially decreased speed,"While a larger cache can hold more data, it may come at a higher cost and might not always result in faster access times due to increased complexity.",Number of caches,Easy,4.2
The optimal cache size is a compromise between which three factors?,"['Size, speed, and security', 'Cost, complexity, and capacity', 'Capacity, speed, and cost', 'Speed, security, and complexity']","C) Capacity, speed, and cost","Finding the ideal cache size involves balancing the amount of data it can store (capacity), how quickly it can access that data (speed), and the financial expense (cost).",Number of caches,Medium,4.2
Which of the following is NOT a direct consequence of increasing cache size?,"['Increased storage capacity', 'Increased cost', 'Improved system security', 'Potentially slower access times']",C) Improved system security,"Increasing cache size affects cost, storage capacity, and speed; it does not directly enhance system security.",Number of caches,Easy,4.2
What characteristic distinguishes volatile memory like RAM from non-volatile memory?,"['Data retention after power loss', 'Access speed', 'Cost per unit of storage', 'Physical size']",A,"Volatile memory loses data when power is removed, while non-volatile memory retains data even without power.  This is the key differentiating characteristic.",Memory Write Ability and Storage Permanence,Easy,4.2
"In a computer system's memory hierarchy, which type of memory typically offers the fastest access speeds but the smallest storage capacity?","['Main memory', 'L3 cache', 'L2 cache', 'L1 cache']",D,"The L1 cache is closest to the CPU and designed for extremely fast access, but its size is limited compared to other levels of cache and main memory.",Memory Write Ability and Storage Permanence,Medium,4.2
"The term ""memory write ability"" primarily refers to:","['The capacity of the memory.', 'The speed of data retrieval.', 'The ease with which data can be modified.', 'The physical location of the memory.']",C,Memory write ability describes how easily data can be written or changed within the memory.,Memory Write Ability and Storage Permanence,Easy,4.2
Which of the following is a trade-off inherent in the design of a computer's memory hierarchy?,"['Cost versus capacity', 'Speed versus capacity', 'Complexity versus reliability', 'Access time versus data integrity']",B,"Faster memory (like cache) generally has less capacity, while slower memory (like main memory) has larger capacity. This speed-capacity trade-off is fundamental to the design.",Memory Write Ability and Storage Permanence,Medium,4.2
What happens to data stored in volatile memory when the power supply is interrupted?,"['It is automatically backed up to a secondary storage device.', 'It is encrypted to protect it from loss.', 'It is permanently erased.', 'It is lost.']",D,"Volatile memory, by definition, loses its stored data when power is removed.",Memory Write Ability and Storage Permanence,Easy,4.2
What is a key characteristic that distinguishes non-volatile memories like ROM and flash memory from volatile memories?,"['Faster read speeds', 'Lower cost per bit', 'Data retention without power', 'Higher capacity']",C,"Non-volatile memory's defining feature is its ability to retain data even when power is removed, unlike volatile memory.",Composing Memory,Easy,4.2
"In the context of ""Composing Memory,"" what is the primary goal of integrating different memory types?","['Minimizing cost only', 'Maximizing speed only', 'Achieving a balance of speed, capacity, and cost', 'Increasing capacity only']",C,Composing memory aims to find an optimal balance across various performance and economic factors.,Composing Memory,Easy,4.2
Which application critically relies on the permanence of data storage offered by non-volatile memory?,"['Temporary file storage', 'Random Access Memory (RAM)', 'Firmware storage', 'Cache memory']",C,"Firmware, essential for device operation, necessitates non-volatile memory for persistent data storage.",Composing Memory,Medium,4.2
What is a significant trade-off often encountered when using non-volatile memory?,"['High cost and high speed', 'Low cost and high speed', 'High cost and low write speed', 'Low cost and low read speed']",C,Non-volatile memory often sacrifices write speed for the benefit of data persistence.,Composing Memory,Medium,4.2
Designing memory hierarchies is a key aspect of which memory-related concept?,"['Volatile memory optimization', 'Composing memory', 'Non-volatile memory design', 'Cache memory management']",B,"Memory hierarchies are a central component of composing memory, allowing for efficient interaction between different memory types.",Composing Memory,Medium,4.2
