question,options,answer,explanation,topic,difficulty,chapter
What technology is used to logically group devices within a network to improve security and reduce broadcast traffic?,"[' WLAN', ' WAN', ' VLAN', ' MAN']",C,"VLANs (Virtual Local Area Networks) provide logical segmentation within a physical network, enhancing security and reducing broadcast domain size.",Wireless LANs,Medium,5.2
VLAN Membership Policy Servers (VMPS) are used for what purpose in relation to VLANs?,"[' Monitoring wireless network traffic.', ' Dynamically configuring VLAN membership.', ' Managing physical network cabling.', ' Securing wireless access points.']",B,VMPS allows for dynamic assignment of devices to VLANs based on predefined policies.,Wireless LANs,Medium,5.2
Which network layer protocol is NOT directly supported by Point-to-Point Protocol (PPP)?,"['IP', 'IPX', 'AppleTalk', 'MAC']",D,"PPP operates at the data link layer.  MAC protocols operate at the data link layer, not the network layer. PPP encapsulates network layer protocols; it doesn't directly support MAC protocols.",PPP (Point to Point Protocol),Medium,5.2
What is the primary function of the Media Access Control (MAC) layer in a network?,"['Routing packets between networks', 'Managing network layer addressing', 'Addressing, channel access control, and collision management', 'Encrypting data for secure transmission']",C,"The MAC layer handles the physical addressing and access to the shared medium, including collision detection and management in shared media networks.",PPP (Point to Point Protocol),Easy,5.2
Which of the following is NOT an example of a MAC protocol mentioned in the provided context?,"['Ethernet', 'Token Ring', 'TCP/IP', 'ALOHA']",C,"TCP/IP is a network layer protocol suite, not a Media Access Control (MAC) protocol.  Ethernet, Token Ring, and ALOHA are all examples of MAC protocols.",PPP (Point to Point Protocol),Medium,5.2
Carrier Sense Multiple Access with Collision Detection (CSMA/CD) is a mechanism associated with which layer of the network model?,"['Network Layer', 'Transport Layer', 'Data Link Layer', 'Physical Layer']",C,CSMA/CD is a method used at the Media Access Control (MAC) sublayer of the data link layer to handle access to a shared network medium.,PPP (Point to Point Protocol),Medium,5.2
What type of network connections is PPP commonly used for?,"['LAN-to-LAN connections only', 'WAN-to-WAN connections only', 'LAN-to-WAN connections', 'Wireless connections only']",C,PPP is frequently used to connect a local area network (LAN) to a wide area network (WAN).,PPP (Point to Point Protocol),Easy,5.2
Which of the following is NOT a Random Access Protocol?,"['ALOHA', 'CSMA', 'TDMA', 'None of the above']",C) TDMA,"TDMA (Time Division Multiple Access) is a Channel Partitioning Protocol, not a Random Access Protocol. ALOHA and CSMA are examples of Random Access Protocols.",Wide area protocols,Easy,5.2
The IEEE 802.5 standard defines which network access control method?,"['Carrier Sense Multiple Access (CSMA)', 'Token Ring', 'Token Bus', 'ALOHA']",B) Token Ring,The IEEE 802.5 standard specifically defines the Token Ring network access method.,Wide area protocols,Easy,5.2
Which protocol combines characteristics of both Ethernet and Token Ring?,"['ALOHA', 'TDMA', 'Token Bus', 'CSMA/CD']",C) Token Bus,The Token Bus protocol (IEEE 802.4) incorporates elements of both Ethernet and Token Ring technologies.,Wide area protocols,Medium,5.2
Which of the following is a Channel Partitioning Protocol?,"['CSMA/CA', 'FDMA', 'ALOHA', 'Token Ring']",B) FDMA,"FDMA (Frequency Division Multiple Access) is a method of channel partitioning, unlike the other options which represent different access methods.",Wide area protocols,Medium,5.2
Ethernet technology is primarily used in which types of networks?,"['WANs and MANs', 'MANs and WLANs', 'LANs and MANs', 'LANs and WANs']",C) LANs and MANs,Ethernet (IEEE 802.3) finds its primary application in Local Area Networks (LANs) and Metropolitan Area Networks (MANs).,Wide area protocols,Easy,5.2
