question,options,answer,explanation,topic,difficulty,chapter
"In an edge-triggered flip-flop, when does a state change occur?","['Continuously while the clock is high.', 'Only when the clock signal is low.', 'On a specific clock edge (rising or falling).', 'Only when an enable signal is present.']",C) On a specific clock edge (rising or falling).,The defining characteristic of an edge-triggered flip-flop is that its output changes only at a specific transition of the clock signal.,Edge Triggered Flip-Flops,Easy,2.3
Which type of flip-flop is more susceptible to timing hazards?,"['Edge-triggered flip-flop', 'Level-triggered flip-flop', 'Both are equally susceptible', 'Neither is susceptible to timing hazards']",B) Level-triggered flip-flop,"Level-triggered flip-flops are more susceptible to timing hazards because their output can change during the entire duration of the clock pulse, whereas edge-triggered flip-flops only change on a specific edge.",Edge Triggered Flip-Flops,Medium,2.3
What is the role of the enable input in a gated flip-flop?,"['It determines the clock frequency.', 'It controls the direction of data flow.', 'It determines whether a state change will occur.', 'It inverts the output signal.']",C) It determines whether a state change will occur.,"The enable input allows for conditional state changes, only enabling the flip-flop to react to the clock when the enable signal is active.",Edge Triggered Flip-Flops,Easy,2.3
A flip-flop that changes its state only on the rising edge of the clock is considered:,"['Falling-edge triggered', 'Level-triggered', 'Rising-edge triggered', 'Bi-directional triggered']",C) Rising-edge triggered,The description directly defines a rising-edge triggered flip-flop.,Edge Triggered Flip-Flops,Easy,2.3
What is the primary function of the master flip-flop in a master-slave flip-flop configuration?,"['To transfer data to the slave flip-flop on the rising clock edge.', 'To store data permanently until a reset signal is received.', 'To capture the input data on the falling clock edge.', 'To generate clock pulses for the slave flip-flop.']",A,The master flip-flop captures the input data on the rising edge of the clock pulse.  This prevents race conditions and glitches.,Master-Slave Flip-Flops,Medium,2.3
What crucial problem does the master-slave configuration help to avoid?,"['Data corruption during power loss', 'Glitches and race conditions', 'Clock signal instability', 'Serial-to-parallel conversion errors']",B,The sequential operation of the master and slave flip-flops eliminates the possibility of race conditions and glitches that can occur in simpler flip-flop designs.,Master-Slave Flip-Flops,Medium,2.3
A register is best described as:,"['A single flip-flop used for storing a single bit of data.', 'A collection of interconnected flip-flops used to store multi-bit data.', 'A type of logic gate that performs arithmetic operations.', 'A timing circuit that controls the speed of data transmission.']",B,Registers are composed of multiple flip-flops working together to store data.,Master-Slave Flip-Flops,Easy,2.3
Which type of register is specifically designed for shifting data either left or right?,"['Counter Register', 'Latch Register', 'Shift Register', 'Buffer Register']",C,"Shift registers are designed for serial-to-parallel and parallel-to-serial data conversion, requiring data shifting capabilities.",Master-Slave Flip-Flops,Easy,2.3
When does the slave flip-flop in a master-slave configuration typically receive data from the master flip-flop?,"['Simultaneously with the master flip-flop.', 'On the rising edge of the clock pulse.', 'On the falling edge of the clock pulse.', 'Only when a specific control signal is asserted.']",C,"Data transfer from master to slave happens on the falling edge, ensuring stable data output.",Master-Slave Flip-Flops,Medium,2.3
What is the primary function of a register in a digital system?,"['To perform arithmetic operations', 'To control the flow of data', 'To temporarily store data', 'To generate clock signals']",C,"Registers are fundamental components in digital systems primarily used for temporary data storage.  While they might indirectly support other functions, their core purpose is storage.",Types of Registers,Easy,2.3
Which type of counter suffers from propagation delays due to sequential triggering of flip-flops?,"['Synchronous counter', 'Asynchronous counter', 'Johnson counter', 'Ring counter']",B,"Asynchronous (ripple) counters have flip-flops triggered one after another, leading to propagation delays as the signal ripples through the counter. Synchronous counters avoid this.",Types of Registers,Medium,2.3
"In a synchronous counter, how are the flip-flops triggered?","['Sequentially by individual clock signals', 'Simultaneously by a common clock signal', 'Randomly based on data input', 'Only when a specific event occurs']",B,"Synchronous counters use a single clock signal to trigger all flip-flops at the same time, ensuring faster and more reliable operation compared to asynchronous counters.",Types of Registers,Medium,2.3
What is a key advantage of synchronous counters over asynchronous counters?,"['Simpler design', 'Lower power consumption', 'Increased speed and reliability', 'Smaller physical size']",C,"The simultaneous triggering of flip-flops in synchronous counters eliminates propagation delays inherent in asynchronous counters, leading to higher speed and improved reliability.",Types of Registers,Easy,2.3
What is the fundamental difference between asynchronous and synchronous counters?,"['The number of flip-flops used', 'The type of logic gates employed', 'The way flip-flops are triggered', 'The data storage capacity']",C,"The core distinction lies in how the flip-flops are triggered; asynchronous counters trigger sequentially, while synchronous counters trigger simultaneously.",Types of Registers,Medium,2.3
Which type of counter experiences propagation delays due to sequential triggering of flip-flops?,"['Synchronous counter', 'Asynchronous counter', 'Johnson counter', 'Ring counter']",B,"Asynchronous counters, also known as ripple counters, suffer from propagation delays because the clock signal ripples through the flip-flops sequentially.",Applications of Shift Registers,Easy,2.3
What is a primary function of registers in digital systems?,"[' Amplifying signals', ' Generating clock pulses', ' Temporary data storage', ' Converting analog to digital signals']",C,Registers are fundamental components in digital systems primarily used for temporary storage of data.,Applications of Shift Registers,Easy,2.3
"In synchronous counters, how are flip-flops triggered?","['Randomly', 'Sequentially by a ripple clock', 'Simultaneously by a common clock signal', ' Independently of the clock signal']",C,"Synchronous counters utilize a common clock signal to trigger all flip-flops simultaneously, enhancing speed and reliability.",Applications of Shift Registers,Medium,2.3
What is the main advantage of synchronous counters over asynchronous counters?,"['Simpler design', 'Lower power consumption', 'Increased speed and reliability', 'Reduced component count']","C
Simultaneous triggering in synchronous counters eliminates propagation delays, leading to faster and more reliable operation compared to asynchronous counters.",,Applications of Shift Registers,Medium,2.3
"Besides temporary data storage, where else are registers commonly used?","[' Power supply regulation', ' Signal processing and communication systems', ' Mechanical control systems', ' Analog-to-digital conversion only']",B,"Registers find applications in various areas, including signal processing and communication systems, in addition to temporary data storage.",Applications of Shift Registers,Easy,2.3
"In an asynchronous counter, what is the primary cause of propagation delays?","['Simultaneous triggering of flip-flops', 'A common clock signal for all flip-flops', 'Sequential triggering of flip-flops', 'Use of JK flip-flops instead of D flip-flops']",C,"Asynchronous counters, also known as ripple counters, have flip-flops that trigger sequentially. This sequential triggering leads to propagation delays as the output of one flip-flop affects the triggering of the next.  Synchronous counters, in contrast, avoid this delay by using a common clock.",Asynchronous Counters,Easy,2.3
Which type of counter offers faster operation and improved reliability compared to its counterpart?,"['Asynchronous counter', 'Johnson counter', 'Ring counter', 'Synchronous counter']",D,"Synchronous counters, by triggering all flip-flops simultaneously with a common clock signal, eliminate the propagation delays inherent in asynchronous (ripple) counters, leading to faster and more reliable operation.",Asynchronous Counters,Easy,2.3
What is the characteristic feature that distinguishes asynchronous counters from synchronous counters?,"['Use of different types of flip-flops', 'The number of flip-flops used', 'The timing of flip-flop triggering', 'The type of logic gates used']",C,"The key difference lies in how the flip-flops are triggered.  Asynchronous counters use sequential triggering, while synchronous counters use simultaneous triggering with a common clock.",Asynchronous Counters,Medium,2.3
A design requires a counter with minimal components and where speed is not a critical factor. Which type of counter would be most suitable?,"['Synchronous counter', 'Asynchronous counter', 'Decade counter', 'Up/Down counter']",B,"Asynchronous counters are simpler in design and require fewer components than synchronous counters.  However, they are slower due to propagation delays.  If speed is not a primary concern, an asynchronous counter is a suitable choice.",Asynchronous Counters,Medium,2.3
Propagation delays are more significant in which type of counter design?,"['Synchronous counters', 'Asynchronous counters', 'Both are equally affected', 'Neither are affected by propagation delays']",B,The sequential triggering of flip-flops in asynchronous counters leads to cumulative propagation delays as the signal ripples through the counter. Synchronous counters mitigate this issue through simultaneous triggering.,Asynchronous Counters,Easy,2.3
"In a synchronous counter, how are the flip-flops triggered?","['Sequentially, one after another', 'Simultaneously, using a common clock signal', 'Randomly, based on input signals', 'Independently, with individual clock signals']",B,"Synchronous counters utilize a common clock signal to trigger all flip-flops at the same time, unlike asynchronous counters which trigger sequentially.",Synchronous Counters,Easy,2.3
What is the primary advantage of synchronous counters over asynchronous counters?,"['Simpler design', 'Lower power consumption', 'Increased speed and reliability', 'Reduced component count']",C,"The simultaneous triggering of flip-flops in synchronous counters eliminates propagation delays present in asynchronous counters, leading to higher speed and improved reliability.",Synchronous Counters,Easy,2.3
Which type of counter suffers from propagation delays due to sequential triggering of flip-flops?,"['Synchronous counter', 'Asynchronous counter (ripple counter)', 'Decade counter', 'Up/down counter']",B,"Asynchronous counters, also known as ripple counters, experience propagation delays because each flip-flop triggers the next sequentially.",Synchronous Counters,Easy,2.3
What is a key characteristic that distinguishes synchronous counters from asynchronous counters?,"['The number of flip-flops used.', 'The type of logic gates employed.', 'The method of triggering the flip-flops.', 'The maximum counting capacity.']",C,The fundamental difference lies in how the flip-flops are triggered: simultaneously in synchronous counters and sequentially in asynchronous counters.,Synchronous Counters,Medium,2.3
"In the context of digital systems, what is the primary function of a counter?","['To store data temporarily.', 'To process analog signals.', 'To count events.', 'To regulate clock speed.']",C,Counters are specifically designed to count events or pulses within a digital system.,Synchronous Counters,Easy,2.3
