question,options,answer,explanation,topic,difficulty,chapter
"In the context of routing, what does BGP stand for?","['Border Gateway Protocol', 'Basic Gateway Protocol', 'Bridge Gateway Protocol', 'Backup Gateway Protocol']",A,"BGP stands for Border Gateway Protocol, a path vector routing protocol used for routing between autonomous systems on the internet.","Routing algorithms (shortest path algorithm, flooding, distance vector routing, link state routing)",Medium,5.3
Which routing algorithm is characterized by the exchange of detailed path information between routers?,"['Flooding', 'Shortest Path Algorithm', 'Distance Vector Routing', 'Link State Routing']",C,"Distance vector routing protocols exchange information about distances to destinations, providing detailed path information.  Flooding broadcasts packets indiscriminately, and the other options don't directly involve detailed path exchange as a core characteristic.","Routing algorithms (shortest path algorithm, flooding, distance vector routing, link state routing)",Medium,5.3
Which of the following is NOT a routing algorithm?,"['Flooding', 'ARP', 'Link State Routing', 'Distance Vector Routing']",B,"ARP (Address Resolution Protocol) is a protocol used to map IP addresses to MAC addresses, not a routing algorithm.  The other options are all different types of routing algorithms.","Routing algorithms (shortest path algorithm, flooding, distance vector routing, link state routing)",Easy,5.3
What is a key difference between flooding and other routing algorithms like shortest path algorithms?,"[' Flooding uses less bandwidth.', 'Flooding prioritizes optimal paths.', 'Flooding is less computationally expensive.', ""Flooding doesn't prioritize optimal paths.""]",D,"Flooding sends packets to all connected networks regardless of optimality, unlike shortest path algorithms which aim to find the most efficient route.","Routing algorithms (shortest path algorithm, flooding, distance vector routing, link state routing)",Medium,5.3
What is the routing metric used by the RIP routing protocol?,"['Bandwidth', 'Delay', 'Hop count', 'Load']",C,RIP uses hop count as its metric to determine the best path to a destination network.,"Routing Protocols (ARP, RARP, IP, ICMP)",Easy,5.3
Which type of routing protocol is RIP?,"['Link-state routing protocol', 'Distance-vector routing protocol', 'Path-vector routing protocol', 'Hybrid routing protocol']",B,"RIP is a distance-vector routing protocol, meaning it relies on information exchanged between neighboring routers to determine the best path.","Routing Protocols (ARP, RARP, IP, ICMP)",Easy,5.3
"In the context of RIP, what does ""hop count"" represent?","['The total number of packets transmitted.', 'The number of routers a packet must traverse to reach its destination.', 'The time taken for a packet to reach its destination.', 'The bandwidth used by the packet.']",B,Hop count in RIP refers to the number of routers a data packet must pass through to reach its final destination.,"Routing Protocols (ARP, RARP, IP, ICMP)",Medium,5.3
Which of the following is NOT a common routing protocol mentioned in networking literature?,"['OSPF', 'BGP', 'ARP', 'RIP']",C,"While ARP (Address Resolution Protocol) is crucial for network communication, it's not a routing protocol in the same sense as RIP, OSPF, and BGP.  These latter are used to determine paths between networks, whereas ARP resolves IP addresses to MAC addresses on a local network.","Routing Protocols (ARP, RARP, IP, ICMP)",Medium,5.3
What is the primary function of a routing protocol?,"['To translate IP addresses to MAC addresses.', 'To determine the optimal path for data packets to reach their destination.', 'To manage network security.', 'To control network bandwidth allocation.']",B,Routing protocols are designed to determine the best path for data packets to reach their destinations across a network.,"Routing Protocols (ARP, RARP, IP, ICMP)",Easy,5.3
Which of the following is NOT a key component of IPv6?,"['Packet formats', 'Extension headers', 'Classful addressing', 'Multicasting']",C) Classful addressing,IPv6 moved away from the classful addressing scheme used in IPv4.  Classful addressing is a characteristic of IPv4.,"IPv6 (Packet formats, Extension headers, Transition from IPv4 to IPv6, and Multicasting)",Easy,5.3
What is the primary function of subnetting?,"['To increase the number of available IP addresses.', 'To divide a large network into smaller, more manageable networks.', 'To improve the speed of data transmission.', 'To enhance network security.']","B) To divide a large network into smaller, more manageable networks.",Subnetting's main purpose is to logically segment a network for better organization and administration.,"IPv6 (Packet formats, Extension headers, Transition from IPv4 to IPv6, and Multicasting)",Easy,5.3
What is routing in the context of computer networks?,"['The process of assigning IP addresses to devices.', 'The process of selecting a path for network traffic.', 'The process of encrypting data for secure transmission.', 'The process of converting digital signals to analog signals.']",B) The process of selecting a path for network traffic.,Routing determines the best path for data packets to travel across a network.,"IPv6 (Packet formats, Extension headers, Transition from IPv4 to IPv6, and Multicasting)",Easy,5.3
Which type of routing involves manually configuring routes on a router?,"['Dynamic Routing', 'Adaptive Routing', 'Static Routing', 'Hybrid Routing']",C) Static Routing,"Static routing requires manual configuration of routes, unlike dynamic routing which automatically adjusts routes.","IPv6 (Packet formats, Extension headers, Transition from IPv4 to IPv6, and Multicasting)",Medium,5.3
A routing table is primarily used for what purpose?,"['Storing MAC addresses of network devices.', 'Storing network topologies.', 'Storing information about network paths.', 'Storing IP address ranges of subnets.']",C) Storing information about network paths.,A routing table guides routers in choosing the optimal path for forwarding packets.,"IPv6 (Packet formats, Extension headers, Transition from IPv4 to IPv6, and Multicasting)",Medium,5.3
